wikipedia_id,BookRating,MovieRuntime,MovieRating,MovieBoxOffice,MovieRatingNb,MovieGenre,neg,neu,pos,compound,polarity,subjectivity,sadness,joy,love,anger,fear,surprise,EnglishLanguage,FrenchLanguage,GermanLanguage,SpanishLanguage,ActionAdventure,Comedy,CrimeGangster,Drama,FamilyChildren,FantasyScienceFiction,HistoricalPeriod,HorrorSupernatural,OtherGenre,RomanceRelationship,ThrillersMysteries
8049233,4.13,83.0,7.0,592000.0,8643,Pre-Code,0.143,0.708,0.15,0.6486,-0.1114692218350755,0.510917537746806,0.3325863820500672,0.0617113098138863,0.1408611899869042,0.3482904649893593,0.1148682197561921,0.0016824354019702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5482994,3.83,103.0,7.1,1164000.0,3261,Swashbuckler films,0.066,0.808,0.126,0.9604,0.0263157894736842,0.4684210526315789,0.0827651492353262,0.2488985190007259,0.0098273488263311,0.4719881313808617,0.181812498263926,0.0047083519831565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7301880,3.63,99.0,6.9,770000.0,4654,Drama,0.096,0.817,0.087,0.7114,0.0124505928853755,0.5157773386034256,0.1347455982200335,0.1927383373875636,0.033425751348841,0.4842277527088299,0.151087992649991,0.0037745719467056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
22324733,3.6,96.0,6.4,980000.0,1286,Adventure,0.13,0.725,0.145,0.9356,0.1838051146384479,0.4720811287477954,0.1593441193349876,0.2674106654482205,0.0096268577386085,0.3458599146175732,0.2123209491941948,0.0054374802090354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61519,3.84,123.0,7.8,1111000.0,6487,Costume drama,0.156,0.688,0.156,0.1207,0.0790106951871657,0.4788101604278075,0.0793911710778182,0.2378710794167731,0.076051698390748,0.4335295593191404,0.1668569982112213,0.0062994898320606,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
27260560,4.16,96.0,5.8,900000.0,409,Action,0.116,0.769,0.115,-0.792,0.1261212121212121,0.4725151515151515,0.0441564962805794,0.1478690261960607,0.0037263408604334,0.4774970058833473,0.2895624312303221,0.0371887033618585,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14576560,3.98,101.0,7.7,1600000.0,10487,Romantic drama,0.024,0.876,0.1,0.9343,-0.0506410256410256,0.4673076923076922,0.3571025532566839,0.1671759428249465,0.0891684738582828,0.2468613408919837,0.1355844200459412,0.004107245696812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8068462,3.9159999999999995,109.0,7.3,2842000.0,8974,Romantic drama,0.137,0.72,0.142,0.2263,0.0355555555555555,0.5776388888888889,0.2905279131539698,0.2561187750460313,0.1572122669313103,0.2179137865147952,0.0713632130562993,0.0068640521952017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
76361,3.9159999999999995,84.0,7.6,416000000.0,220750,Romance Film,0.131,0.776,0.093,-0.984,0.094780356255766,0.3212103470300191,0.0972650739854397,0.3435105119358688,0.0026714598948714,0.2375307739036338,0.3173683837653258,0.0016537933725856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
73376,3.9159999999999995,102.0,7.8,1109000.0,67348,Romantic comedy,0.083,0.842,0.075,-0.6887,-0.0625094696969697,0.4373295454545455,0.0585612671934844,0.2105043935841725,0.006332521297736,0.4352811137757574,0.2836908064278153,0.0056298894831949,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19105706,4.18,82.0,6.3,703000.0,343,Family Drama,0.107,0.843,0.05,-0.8658,0.0381313131313131,0.4760461760461759,0.3256926725787872,0.1379669027995657,0.0254687262878922,0.3641926529393954,0.1437390882691199,0.0029399620781821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2804704,4.3,234.0,8.2,400000000.0,341016,Film adaptation,0.141,0.733,0.127,-0.9885,0.0513115129937559,0.4807241304904857,0.196276060695274,0.1864008064376716,0.1146518776405845,0.3005087226240152,0.1993438375535808,0.0028186915771347,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1126798,3.97,114.0,7.9,3252000.0,11789,Drama,0.118,0.781,0.101,-0.8081,0.0736842105263157,0.3519736842105262,0.1619406819809228,0.2394690343566859,0.0951187957311049,0.3409241464571096,0.1539795548383457,0.0085677980163988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
561315,3.99,103.0,8.1,3017000.0,441129,Adventure,0.162,0.734,0.104,-0.9944,0.0333059210526315,0.4217105263157895,0.0944613380368635,0.2072841895593179,0.0273486124760647,0.1946350564960723,0.4707968204209071,0.0054739815170398,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3823100,3.85,104.0,7.5,624643.0,20275,Costume drama,0.124,0.799,0.077,-0.9887,-0.0104049213060841,0.4935400516795865,0.1004322265890972,0.1424901362965678,0.00628467889399,0.3623455866841917,0.3636694858347565,0.0247778791895919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
14120714,3.9159999999999995,98.0,7.0,1357000.0,1203,Drama,0.127,0.747,0.126,0.5894,0.0683982683982684,0.2946608946608946,0.0782798281768063,0.1344786170674898,0.0499283800343298,0.3228498877724632,0.4120308080044411,0.002432478539584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187010,3.86,88.0,7.5,84254167.0,163856,Adventure,0.108,0.746,0.146,0.9857,0.0364816408491107,0.4957831325301206,0.0857318799276577,0.3876279250362939,0.021282044871542,0.3556270248127273,0.1035971601241423,0.0461339751125908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2649257,4.26,118.0,7.4,1001000.0,9447,Costume drama,0.076,0.817,0.107,0.9412,0.069952774498229,0.4062062180243999,0.16693215929073,0.2803149054164786,0.0321968022275857,0.373991108949944,0.1316219165733934,0.0149431096120362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
936234,4.06,127.0,7.6,2000000.0,10982,Action/Adventure,0.073,0.854,0.073,-0.6597,0.0764471243042671,0.3723747680890537,0.0190955168931865,0.173636433992332,0.0393972690358021,0.3391596290373033,0.4162278571992271,0.0124832950006689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4829230,3.92,92.0,6.3,890000.0,863,Adventure,0.033,0.829,0.137,0.9661,0.0524242424242424,0.4933333333333333,0.1208621479939514,0.320238353209182,0.0049880148168692,0.2619604854092661,0.2875304625680049,0.0044205564627191,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
10806577,3.9159999999999995,96.0,6.7,1004000.0,1055,Romance Film,0.229,0.644,0.127,-0.886,0.11875,0.4544642857142857,0.4714604193965594,0.0813533086329698,0.0697756162068496,0.1658552810549736,0.2050151030222574,0.0065402614030366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2490751,3.82,113.0,6.8,1279000.0,10148,Science Fiction,0.216,0.646,0.138,-0.8934,-0.2285714285714285,0.7142857142857142,0.0614767850842326,0.2193418039008975,0.0029876951011829,0.6832008564844727,0.031383921764791,0.0016089160286355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
172299,3.9159999999999995,64.0,7.2,1600000.0,145113,Children's/Family,0.089,0.818,0.093,0.5899,0.0942938542938543,0.4970065120065119,0.1190669357650525,0.296994612606391,0.0013180115808305,0.213366388243028,0.3102753178140524,0.0589787124918075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4837038,4.17,118.0,7.7,6000000.0,27302,Western,0.131,0.737,0.132,0.7393,0.0765488215488215,0.439175084175084,0.1801572739488433,0.161607252957765,0.0976299106662806,0.3866952740720127,0.1687527011590412,0.005157589173625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
74984,3.9159999999999995,99.0,7.3,4500000.0,43722,Thriller,0.161,0.762,0.077,-0.9956,0.0027852049910873,0.4127450980392156,0.1071536913697383,0.2736062361692785,0.0039924182244619,0.290267279319879,0.3229654749900671,0.0020148941737177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8756666,3.9159999999999995,87.0,6.1,3453416.0,1723,Adventure,0.11,0.773,0.117,0.8674,0.1011111111111111,0.5502777777777779,0.0328293950725837,0.054603408029499,0.1041233267077538,0.5982040675651086,0.2059355722342029,0.0043042402907495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
683122,3.9159999999999995,69.0,7.3,267447150.0,157525,Adventure,0.09,0.722,0.188,0.9939,0.2336255411255411,0.5376406926406926,0.1237286971918365,0.2925973434921616,0.1603374462602005,0.2741639465602929,0.1468151112967461,0.002357429305448,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
77619,3.92,127.0,7.5,5093000.0,5160,Americana,0.1,0.796,0.104,0.7901,-0.0068742985409652,0.3862794612794613,0.1888283134976518,0.1775566340462925,0.0071386984491255,0.2224525170919757,0.3974557877857781,0.006568058442402,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
74862,4.18,89.0,7.1,4517000.0,6065,Animal Picture,0.094,0.743,0.162,0.93,0.0484848484848484,0.6401515151515151,0.279365081708723,0.1761202114155619,0.2327530732468908,0.1854042544097562,0.1210683711623359,0.0052889899961883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
73438,4.11,108.0,8.3,5000000.0,171830,Thriller,0.186,0.737,0.077,-0.9991,-0.0433667911609088,0.4810301898537192,0.0538955066999834,0.1549131487874547,0.0533740829948025,0.3927927887895041,0.3421776236856304,0.0028468522999901,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42159,3.9159999999999995,168.0,8.1,23650000.0,72654,Ensemble Film,0.101,0.789,0.111,0.9705,0.0781078643578643,0.3993542568542568,0.1980398283327652,0.2448676391777166,0.0639651722963304,0.3041222343658483,0.1856997052063308,0.0033054249193965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
16201787,3.9159999999999995,92.0,6.9,4263651.0,2740,Western,0.149,0.711,0.14,-0.9067,0.0632428940568475,0.4308785529715762,0.0676283308731702,0.2631973255580912,0.0572407366300467,0.3688996791005289,0.2383729874660881,0.0046609369848738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183740,3.9159999999999995,145.0,6.7,20408163.0,9805,Melodrama,0.14,0.756,0.104,-0.9808,0.11501443001443,0.4934920634920635,0.1080819741834822,0.242169885081239,0.0619969875832762,0.4551749755518013,0.1297046341928292,0.0028715541632444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1232216,3.9159999999999995,102.0,7.0,5200000.0,4988,Musical,0.09,0.835,0.075,0.2386,0.1225448933782266,0.4246352413019079,0.0287268580222088,0.2590713374148536,0.1382792868502697,0.5340829224894859,0.0345055834493703,0.00533402632411,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60164,3.9159999999999995,132.0,8.6,3300000.0,513072,Drama,0.159,0.707,0.134,-0.9815,-0.0747843173375088,0.4645420773080347,0.1421945187186527,0.3422063502629299,0.0238395338223554,0.3364371907533141,0.1530307957981699,0.0022916141499924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
61141,3.75,94.0,6.9,65000000.0,15709,Musical,0.07,0.884,0.046,-0.9061,0.0418197936814958,0.5074468085106383,0.0926093715874807,0.1582656044608107,0.0123697694557116,0.5077402744862456,0.1574602989627548,0.0715546987076977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60169,3.65,128.0,8.1,5000000.0,40637,Dance,0.064,0.881,0.056,-0.7431,0.0641071428571428,0.4073015873015873,0.117301227935102,0.252495061589538,0.0045039014588664,0.2684718120976218,0.3450282669482043,0.012199742532435,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
9252149,4.18,93.0,6.4,1280000.0,469,Drama,0.085,0.863,0.052,-0.7227,-0.025,0.45625,0.2269990017105426,0.1861237933127475,0.1074313213300359,0.1289411467899169,0.3422187123048518,0.0082860696295808,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14348806,3.9159999999999995,104.0,6.2,1083000.0,1536,Romantic drama,0.147,0.731,0.122,-0.8751,0.0720588235294117,0.3588235294117647,0.168525993503863,0.2331993572588544,0.0809809904530993,0.3075775189208798,0.2057237696280935,0.0039923680433275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2679044,3.81,82.0,7.1,717188.0,5864,Melodrama,0.227,0.729,0.044,-0.9686,0.0833333333333333,0.6833333333333332,0.1529833783473198,0.2342583156132605,0.0067938014108221,0.184513833199162,0.4193750699050724,0.002075602475088,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14186757,4.02,112.0,6.6,3710000.0,1552,Romantic drama,0.092,0.81,0.098,0.4795,0.2277777777777778,0.4769841269841269,0.2850942586859067,0.030803327060615,0.0110564581021511,0.4782416919867198,0.1929827666220565,0.0018214919546153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3125976,3.9159999999999995,73.0,7.4,210000.0,5039,Crime Fiction,0.105,0.87,0.025,-0.9118,-0.0181818181818181,0.4032828282828282,0.0467523047451062,0.1139445121350165,0.002699577095752,0.3840989635459014,0.4474124462909198,0.00509217176919,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41881,3.9159999999999995,139.0,8.2,2900000.0,142094,LGBT,0.075,0.774,0.151,0.9975,0.0443612258953168,0.4321194903581267,0.0475974768650661,0.4034723909465935,0.0205278208679484,0.3937456464354358,0.1247979902237244,0.0098586679814616,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3189853,3.9159999999999995,116.0,6.2,2650000.0,2536,Action/Adventure,0.04,0.872,0.087,0.7978,0.0864583333333333,0.4760416666666667,0.0786517654612128,0.2887012005916664,0.1467364042930837,0.3891657548291342,0.0906320774062935,0.0061128238282565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15799422,3.9159999999999995,104.0,6.7,2200000.0,1061,Action/Adventure,0.089,0.812,0.099,0.1779,0.1341651812240047,0.3319667260843731,0.0196491015318315,0.2867302962928079,0.0116702889674343,0.3667239365226123,0.2634493724748609,0.0517769928483176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993532,4.32,93.0,7.1,3550000.0,9999,Action/Adventure,0.116,0.78,0.104,-0.8738,0.1383744855967078,0.4362139917695473,0.0453655927655442,0.2277124266196878,0.0115241790108251,0.3966732691374207,0.3143896763515211,0.0043348586944212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399402,3.97,74.0,7.3,85000000.0,178006,Romance Film,0.074,0.839,0.087,0.8804,0.2024891774891775,0.6187728937728937,0.069726614439599,0.3959332626415336,0.0467270507109913,0.2175458773834117,0.2664564327223443,0.0036107550885985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
80944,3.67,92.0,7.1,4150000.0,12855,Romantic comedy,0.123,0.787,0.09,-0.9505,-0.0036265432098765,0.5233024691358026,0.1445590985749731,0.4592914165659749,0.0172066455188542,0.139711666977746,0.2357772729474163,0.0034539171501819,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9467480,3.9159999999999995,103.0,6.7,10050000.0,7201,Action/Adventure,0.113,0.774,0.113,0.4261,0.0782738095238095,0.6501488095238095,0.0172066412342246,0.1608340585487894,0.0508498604212945,0.3449971399269998,0.4183395295287482,0.0077727490592224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73422,3.9159999999999995,85.0,7.7,1850000.0,87181,Thriller,0.103,0.809,0.088,-0.9537,0.0959686147186147,0.4326569264069264,0.0999451672237641,0.1815530658310639,0.0028029487965051,0.2184888961597938,0.4500099138686809,0.047200012244337,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
84213,3.9159999999999995,119.0,7.2,1550000.0,3092,Thriller,0.111,0.744,0.145,0.9574,0.1299319727891156,0.4380952380952381,0.0436681688615036,0.2927047231192277,0.0337284477387914,0.3170195105340099,0.3106176518300675,0.002261474712048,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3820793,3.9159999999999995,77.0,7.0,1000000.0,3147,Crime Fiction,0.164,0.726,0.11,-0.6808,0.1875,0.275,0.0746637326228665,0.1385967627211357,0.0032785024741315,0.4097429860266857,0.3719414304941892,0.0017765482480172,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2300167,3.95,122.0,7.7,7000000.0,25470,Crime Fiction,0.148,0.779,0.074,-0.9963,0.0693512043512043,0.4812703962703962,0.0346294800983741,0.3454950281935137,0.0250199929666806,0.420356170009852,0.168404693750705,0.006094622776879,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
35766275,3.9159999999999995,88.0,6.4,1475000.0,800,Crime Fiction,0.194,0.806,0.0,-0.8151,0.6,1.0,0.0047454142477363,0.0043682567775249,0.0006827368342783,0.9040110409259796,0.0853289337828755,0.0008635831472929,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261107,3.77,101.0,7.9,1800000.0,143847,Thriller,0.169,0.752,0.079,-0.998,-0.0029861111111111,0.4829861111111111,0.0615739940017349,0.0932835685751593,0.0020676540614282,0.3612105381767393,0.4793049470463302,0.0025592905590671,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4926508,3.9159999999999995,83.0,5.9,1800000.0,2573,Action/Adventure,0.139,0.82,0.041,-0.9885,-0.0370833333333333,0.4383333333333333,0.034401551199456,0.264190856871816,0.0058535808736147,0.4278438061120964,0.2653001330992473,0.0024100901570082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5859950,3.9159999999999995,82.0,6.6,1600000.0,9646,Thriller,0.121,0.809,0.071,-0.992,0.0200757575757575,0.486117330944917,0.0965861905133351,0.3418079243825018,0.0167447281867655,0.2610113202716929,0.2795920639111647,0.0042577793096456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
6584119,3.96,118.0,7.3,1800000.0,2797,Romantic drama,0.083,0.848,0.069,-0.8487,0.1128304319793681,0.4438910380399743,0.1333671777590891,0.1663861984766009,0.0460343668212559,0.4517760422988547,0.1910663880509983,0.0113698245324021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28788678,3.9159999999999995,89.0,6.3,1750000.0,234,Historical Epic,0.096,0.836,0.068,-0.2023,0.0875,0.3625,0.0148180348332971,0.0119298021309077,0.1055722889723256,0.7226403653621674,0.1412529833614826,0.0037865506601519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11253233,3.87,111.0,6.1,6500000.0,6067,Romance Film,0.174,0.727,0.098,-0.9565,0.100532581453634,0.5154135338345864,0.148232380494433,0.3628834181475792,0.0022543067144314,0.2314889359721829,0.2510320424599657,0.0041089088534301,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
187107,3.9159999999999995,89.0,7.0,1000000.0,4209,Drama,0.063,0.753,0.184,0.9913,0.1710817855979146,0.5476621049201695,0.2330646425915701,0.3753137245981229,0.0025768574592398,0.263965466614334,0.1236945288643861,0.0013847667529868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
