MovieBoxOffice,MovieGenre,wikipedia_id,neg,neu,pos,compound,polarity,subjectivity,sadness,joy,love,anger,fear,surprise
,"Silent film, Indie, Foreign legion, Black-and-white, Drama, War film, Action, Adventure",5440222,0.353,0.489,0.158,-0.7783,-0.0666666666666667,0.6333333333333333,0.0007168084266595542,0.0004654876538552344,0.00029933376936241984,0.9956543445587158,0.002669285284355283,0.00019482032803352922
,"Silent film, Indie, Black-and-white, Drama, Film adaptation, Adventure",9782429,0.112,0.695,0.193,0.8689,0.2211111111111111,0.48444444444444457,0.004308390285586938,0.731310332834255,0.003370436214026995,0.2509489465155639,0.003305158345028758,0.006756793591193855
,"Mystery, Silent film, Black-and-white",8898711,0.018,0.837,0.144,0.959,0.28928571428571426,0.5071428571428571,0.04440991503846211,0.5048934655884901,0.007752765978996952,0.2419660738281285,0.1854983012599405,0.015479512090678327
,Silent film,32554388,0.353,0.489,0.158,-0.7783,-0.0666666666666667,0.6333333333333333,0.0007168084266595542,0.0004654876538552344,0.00029933376936241984,0.9956543445587158,0.002669285284355283,0.00019482032803352922
,"Silent film, Adventure, Black-and-white, War film",18542971,0.063,0.687,0.25,0.9785,0.24166666666666667,0.37916666666666665,0.2797212868463248,0.4978681130160112,0.0014897519431542605,0.18994973541703075,0.029570197453722358,0.0014008811122039333
,"Silent film, Adventure, Black-and-white",15802020,0.039,0.832,0.129,0.8718,0.19583333333333336,0.6388888888888888,0.23408094492333476,0.0416785624838667,0.21654287732962985,0.24208444636315107,0.2616818347014487,0.003931298619136214
,"Mystery, Black-and-white",16949423,0.138,0.793,0.069,-0.9657,0.013122171945701356,0.31093514328808447,0.13767140519727641,0.007943731267005205,0.00131095041676114,0.34333359682932496,0.507068003838261,0.002672301110578701
,"Silent film, Drama, Indie, Black-and-white",5444168,0.113,0.783,0.104,-0.0772,0.6,0.9,0.0012257249327376485,0.9915623068809509,0.001635572873055935,0.0022742021828889847,0.0029330698307603598,0.00036899809492751956
,Comedy film,34496683,0.096,0.796,0.107,-0.2382,0.09393939393939393,0.37992424242424244,0.044754378769236304,0.5053706824934731,0.051502568375629686,0.32448925692006014,0.06966013305645902,0.004222959680191707
575000.0,"Romance Film, Adventure, War film",31667694,0.353,0.489,0.158,-0.7783,-0.0666666666666667,0.6333333333333333,0.0007168084266595542,0.0004654876538552344,0.00029933376936241984,0.9956543445587158,0.002669285284355283,0.00019482032803352922
,Western,9955806,0.182,0.679,0.139,-0.6647,-0.003484848484848491,0.625050505050505,0.12817812381545082,0.20651111060578842,0.10075296866707503,0.4382552337774541,0.1238365647266619,0.002465991942153778
,"Adventure, Black-and-white",18082866,0.112,0.695,0.193,0.8689,0.2211111111111111,0.48444444444444457,0.004308390285586938,0.731310332834255,0.003370436214026995,0.2509489465155639,0.003305158345028758,0.006756793591193855
,"Thriller, Mystery, Drama, Black-and-white, Film adaptation",27262083,0.175,0.741,0.084,-0.9325,0.00833333333333332,0.5388888888888889,0.009368389775045217,0.20111093134619296,0.19668700492475183,0.3318340899422765,0.2538264153758064,0.00717314649373293
,"Western, Romance Film",31932572,0.037,0.86,0.102,0.4215,0.13333333333333333,0.2333333333333333,0.04564143996685743,0.8653850555419922,0.0038899159990251064,0.07489687204360962,0.005782740889117122,0.004403946513775736
,"Science Fiction, Horror, Black-and-white, Drama, Point of view shot, Pre-Code",144774,0.0,0.951,0.049,0.2732,0.010185185185185174,0.42407407407407405,0.014945938135497272,0.4888647999614477,0.005082229268737137,0.37376804428640753,0.08723115338943899,0.03010787896346301
,"Drama, Romantic drama, Romance Film, Pre-Code, Black-and-white",2559713,0.086,0.756,0.159,0.9786,0.0867259552042161,0.5318840579710146,0.21671014899620786,0.6481177291308995,0.005843858087609987,0.12473392673127819,0.0032753251231042667,0.0013189934907131828
,"Crime Fiction, Gangster Film, Black-and-white, Drama, Pre-Code, Film noir",76331,0.057,0.78,0.163,0.9468,0.0,0.65,0.022482232423499227,0.47672816036113846,0.005928765240241773,0.4055243663800259,0.07991590482803683,0.009420608102421587
,"Ensemble Film, Comedy-drama, Workplace Comedy, Black-and-white, Drama, Romance Film",18934864,0.079,0.784,0.137,0.8026,0.19432659932659932,0.476026936026936,0.15628280173820844,0.275257479931627,0.1450557434415844,0.39208365353156943,0.029368016245176216,0.0019523104918854578
,"Disaster, Science Fiction, Apocalyptic and post-apocalyptic fiction, Black-and-white, Natural disaster",4053612,0.163,0.713,0.124,-0.874,0.19414983164983168,0.5321969696969696,0.26019072394410614,0.47281173895316897,0.002282363686390454,0.25547173344239127,0.007127554061298724,0.0021159196257940494
,"Western, Drama, Comedy",26640472,0.063,0.764,0.174,0.8399,0.3833333333333333,0.6041666666666667,0.20325674035120755,0.6680657302960753,0.002673851337749511,0.10635538623901084,0.017632487340597434,0.0020157972641754894
,Western,26640437,0.023,0.847,0.13,0.9392,0.18269230769230768,0.4455128205128206,0.03701475455558726,0.45897083626394825,0.07252994515667004,0.20115511135996453,0.12371215636708907,0.10661720324839864
,Drama,31158772,0.093,0.691,0.216,0.9818,0.20444444444444443,0.7019047619047619,0.16751856465634773,0.5940574298729189,0.026313100941479206,0.1854789903954952,0.022919736969924998,0.003712190653459402
,Western,26640812,0.182,0.679,0.139,-0.6647,-0.003484848484848491,0.625050505050505,0.12817812381545082,0.20651111060578842,0.10075296866707503,0.4382552337774541,0.1238365647266619,0.002465991942153778
,Drama,28325786,0.149,0.659,0.192,0.1779,-0.12708333333333335,0.6749999999999999,0.006757256148072581,0.412839149706997,0.0025697745732031763,0.5624413033171246,0.01384701372201865,0.0015455096630224336
,"Thriller, Black-and-white, Mystery, Suspense, Crime Thriller, Spy",3724436,0.087,0.832,0.081,-0.1746,0.2502083333333333,0.551875,0.002611071104183793,0.9514510631561279,0.014844952151179314,0.010155582800507545,0.008419161662459373,0.012518107891082764
770000.0,"Drama, Romance Film, Remake, Black-and-white, Film adaptation",7301880,0.05,0.793,0.157,0.9724,0.4350852272727273,0.4789299242424242,0.050504444483002384,0.6707755838121686,0.01615200745540538,0.13380950476442063,0.10887705502266597,0.01988143490494362
,"Swashbuckler films, Adventure, Black-and-white, Action/Adventure, Romance Film, Action",61481,0.147,0.613,0.24,0.9919,0.2788690476190476,0.4196428571428571,0.01616630720673129,0.5784285638312047,0.012139680925015868,0.29735577038214117,0.09417701506489803,0.0017326888204975562
,"Romance Film, Drama, Comedy film",3689868,0.038,0.771,0.192,0.8316,0.35555555555555557,0.5777777777777778,0.0008422042592428625,0.00035489886067807674,0.00014640572771895677,0.0012913793325424194,0.9962033629417419,0.0011618213029578328
,"Period piece, Drama, Romance Film",19673886,0.107,0.714,0.179,0.6369,0.3071428571428571,0.24642857142857144,0.011040750425308943,0.9567180275917053,0.005692318702737491,0.011987521856402358,0.008445079011532167,0.006116289800653855
,"Drama, Black-and-white",16586081,0.0,0.668,0.332,0.9633,0.09375,0.75,0.008089057577308267,0.757683053612709,0.1667737146053696,0.04442978154838784,0.01542894321755739,0.00759547037887387
,Drama,26534779,0.105,0.895,0.0,-0.6908,0.0,0.0,0.0007192695920821279,0.9941390156745911,0.001379576395265758,0.001127231225837022,0.0006950269962544553,0.0019399133161641657
,"Romance Film, Drama, Comedy, Black-and-white",8066629,0.039,0.661,0.3,0.9451,0.2,0.7125,0.06648142746416852,0.009191223711241037,0.2184402874263469,0.03652921225875616,0.6568917483091354,0.012466178741306067
,"Fantasy Comedy, Fantasy, Comedy, Black-and-white",5538547,0.091,0.88,0.029,-0.6505,-0.01812278630460449,0.5413223140495868,0.055804890231229365,0.5131417425291147,0.00920182161644334,0.16947295586578548,0.2481146571226418,0.004263904818799347
,"Western, Action, Adventure",32980435,0.111,0.807,0.082,-0.3182,-0.07777777777777779,0.14444444444444446,0.012904066243208945,0.0931234269713362,0.0019805555154259005,0.8220035632451376,0.06791122692326705,0.0020771929218123355
940000.0,Action,34333470,0.06,0.94,0.0,-0.7269,0.06865079365079364,0.3123015873015873,0.017271364107728004,0.6452250853180885,0.005743625340983272,0.27520201727747917,0.05136265279725194,0.005195295030716807
,"Drama, Black-and-white",16113015,0.076,0.765,0.159,0.986,0.19455667789001124,0.44969135802469135,0.20349747135021193,0.5002307960364435,0.018507674116075838,0.2750481115945149,0.0018206261239746319,0.0008952806238085032
,"Romance Film, Drama, Medical fiction, Black-and-white",3702166,0.135,0.702,0.164,0.128,0.0,0.0,0.00906284712255001,0.0149309067055583,0.0019510176498442888,0.9701848030090332,0.003146876348182559,0.0007235447992570698
703000.0,"Family Drama, Drama, Black-and-white",19105706,0.023,0.856,0.121,0.8357,0.27999999999999997,0.28500000000000003,0.01586977444094373,0.9244594424962997,0.0018447479815222323,0.015780933492351323,0.03773979339530342,0.004305278249375988
,"Adventure, Foreign legion, War film, Black-and-white, Action/Adventure, Drama, Film adaptation, Action",5440243,0.353,0.489,0.158,-0.7783,-0.0666666666666667,0.6333333333333333,0.0007168084266595542,0.0004654876538552344,0.00029933376936241984,0.9956543445587158,0.002669285284355283,0.00019482032803352922
,Drama,22810764,0.009,0.991,0.0,-0.128,0.0,0.0,0.019460278563201427,0.44390555284917355,0.06552370081772096,0.42229590890929103,0.04424644727259874,0.00456809377647005
,"Action/Adventure, Western, Comedy, Black-and-white",7906,0.037,0.86,0.102,0.4215,0.13333333333333333,0.2333333333333333,0.04564143996685743,0.8653850555419922,0.0038899159990251064,0.07489687204360962,0.005782740889117122,0.004403946513775736
,"Adventure, War film, Action/Adventure, Drama, Film adaptation, Romance Film, Action",5714284,0.063,0.687,0.25,0.9785,0.24166666666666667,0.37916666666666665,0.2797212868463248,0.4978681130160112,0.0014897519431542605,0.18994973541703075,0.029570197453722358,0.0014008811122039333
3252000.0,"Drama, Black-and-white",1126798,0.011,0.816,0.172,0.9802,0.08863636363636364,0.6279545454545455,0.006079499751129853,0.5058504388351659,0.3425718723779677,0.14280990768124216,0.0010090352900858437,0.001679272681940347
,"Disaster, Drama, Black-and-white",12619170,0.036,0.806,0.158,0.9496,0.3152222222222222,0.5277777777777778,0.021707051865329657,0.7183854530254999,0.004847965348744765,0.23999641682894435,0.013328507947638476,0.001734610724573334
,"Science Fiction, Action, Adventure, Black-and-white",10090763,0.027,0.92,0.052,0.6908,0.10507478632478631,0.4996184371184371,0.19550139940110967,0.6346047384431586,0.0023951597904670052,0.06505478503822815,0.06027204245037865,0.04217188190523302
,"Crime Fiction, Crime Thriller, Detective fiction, Detective, Mystery",27749703,0.0,0.941,0.059,0.7717,0.1564102564102564,0.5923076923076924,0.01624905673088506,0.6510450541973114,0.008627829665783793,0.0694907238939777,0.23522752744611353,0.019359754413017072
84254167.0,"Adventure, Animation, Fantasy, Drama, Music, Family Film",187010,0.0,0.798,0.202,0.5106,0.3,0.7666666666666666,0.0014339856570586562,0.987784206867218,0.0017835297621786594,0.005234614945948124,0.001022642245516181,0.0027410106267780066
2000000.0,"Action/Adventure, Swashbuckler films, Action, Adventure, Black-and-white",936234,0.123,0.592,0.285,0.9286,0.26851851851851855,0.4111111111111111,0.0015056436241138726,0.6654489693076661,0.0006402258877642453,0.011532832509449994,0.3200038587965537,0.0008684285664154837
1279000.0,"Science Fiction, Horror, Black-and-white",2490751,0.0,0.951,0.049,0.2732,0.010185185185185174,0.42407407407407405,0.014945938135497272,0.4888647999614477,0.005082229268737137,0.37376804428640753,0.08723115338943899,0.03010787896346301
,"Drama, Black-and-white, Film noir",9365852,0.109,0.857,0.034,-0.7269,0.21000000000000002,0.31666666666666665,0.07925878340999286,0.15358347073197365,0.023876516497693956,0.47158344089984894,0.253737506767114,0.017960324961071212
,"Short Film, Fantasy, Black-and-white, Animation",9012262,0.0,0.843,0.157,0.4767,0.0,0.4,0.01895294524729252,0.6246017664670944,0.004624288179911673,0.05194941442459822,0.2771242121234536,0.022747310460545123
,"Adventure, Black-and-white",8948572,0.152,0.668,0.18,0.479,0.04722222222222222,0.48809523809523814,0.021822154289111495,0.024220946865777176,0.005605126925123234,0.39210687205195427,0.5493858692546686,0.006859021862813582
5093000.0,"Americana, Family Drama, Black-and-white, Melodrama, Drama, Romantic drama, Romance Film",77619,0.145,0.743,0.112,-0.7351,-0.037755102040816335,0.6010204081632653,0.05773979014096161,0.25251680240035057,0.0059810409632821875,0.6501727104187012,0.028169743716716766,0.005419897536436717
,"Music, Drama, Black-and-white",28489396,0.093,0.691,0.216,0.9818,0.20444444444444443,0.7019047619047619,0.16751856465634773,0.5940574298729189,0.026313100941479206,0.1854789903954952,0.022919736969924998,0.003712190653459402
4517000.0,"Animal Picture, Adventure, Children's/Family, Family Drama, Drama, Family Film, Family-Oriented Adventure",74862,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,"Adventure, Black-and-white",14143833,0.142,0.803,0.055,-0.9759,0.018158143939393946,0.465625,0.02401335114846006,0.236318974616006,0.00825277284020558,0.6225929231441114,0.10334655174810906,0.005475417638081126
,"Disaster, Action/Adventure, Drama, Black-and-white",5444283,0.113,0.783,0.104,-0.0772,0.6,0.9,0.0012257249327376485,0.9915623068809509,0.001635572873055935,0.0022742021828889847,0.0029330698307603598,0.00036899809492751956
,"Drama, Black-and-white, Film noir, Crime Drama",2346853,0.123,0.747,0.131,-0.0258,-1.2335811384723961e-17,0.5333333333333334,0.26179220999620156,0.6627510599209927,0.004940249447827227,0.048151961324037984,0.01891094516395242,0.0034535787563072518
,"Science Fiction, Horror, Sci-Fi Horror",5844491,0.181,0.73,0.089,-0.9377,-0.011805555555555533,0.6166666666666667,0.11121484027667479,0.3160101061327044,0.0023890283244492657,0.24420694388787856,0.32216475144113327,0.004014348833483051
,"Thriller, Crime Fiction, Detective, Psychological thriller, Black-and-white, Mystery, Drama, Suspense, Crime Thriller, Romance Film, Film noir",74871,0.148,0.756,0.096,-0.418,0.19166666666666668,0.6055555555555555,0.03347371177126964,0.02340211932702611,0.008114088714743653,0.496698076526324,0.4356333663066228,0.0026786519835392633
,"Thriller, Romantic drama, Adventure, Black-and-white, Drama, War film, Music, Romance Film, Film noir",1971307,0.051,0.856,0.093,0.5574,-0.0348015873015873,0.5927380952380952,0.0044002434782062965,0.6467575311350325,0.0014992502595608432,0.3430866578904291,0.0028853830881416798,0.0013709447618263464
,"Drama, Black-and-white",5566359,0.193,0.737,0.07,-0.9357,-0.11111111111111112,0.5625,0.00731992069631815,0.005146426614373922,0.000603139225859195,0.9779217839241028,0.008684715256094933,0.00032411550637334585
,"Action/Adventure, Western, Action, Comedy",12706080,0.164,0.777,0.059,-0.8552,0.16825396825396824,0.40317460317460313,0.031872639805078505,0.05113042995799333,0.003164989431388676,0.3257750046439469,0.5639857031404972,0.02407121582655236
,"Family Film, Family Drama, Drama, Adventure, Animal Picture",6141619,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,"History, Documentary",76395,0.118,0.775,0.107,-0.4497,0.03571428571428571,0.40476190476190477,0.00226520758587867,0.004061503568664193,0.0011046722647733986,0.11566230654716492,0.8737163245677948,0.003189994371496141
,"Melodrama, Black-and-white, Period piece, Drama, Romantic drama, Romance Film, Political drama",594219,0.036,0.841,0.122,0.9584,0.26333333333333336,0.5366666666666666,0.034871350803379234,0.5644675062171051,0.00652770112667765,0.22581418541293324,0.030951005431623862,0.1373682598184262
,"Romance Film, Drama, Film noir",28785543,0.125,0.713,0.162,0.7493,0.17127799736495383,0.4913372859025033,0.22900395009977123,0.24930707115951614,0.14998335600830615,0.17623970600349517,0.19123735243920237,0.00422856100097609
,"Crime Fiction, Mystery, Drama, Film noir, Black-and-white",2405186,0.177,0.759,0.064,-0.6908,-0.07222222222222223,0.19444444444444445,0.004086959175765514,0.0010843692580237985,0.000785889511462301,0.6661182641983032,0.3259969651699066,0.0019275072263553739
,"Melodrama, Adventure, Family Drama, Drama, War film, Family Film",17066135,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,"Mystery, Psychological thriller, Film noir",2078932,0.085,0.763,0.153,0.802,0.14610389610389612,0.40606060606060607,0.009244344274823865,0.34465523324130726,0.002630754509785523,0.3096648994833231,0.33145949539418024,0.002345322941740354
,"Romantic comedy, Comedy-drama, Black-and-white, Coming of age, Comedy, Drama, Romance Film",12974247,0.0,0.924,0.076,0.5423,-0.09090909090909091,0.35,0.24247975752223283,0.07138492353260517,0.015222885645925999,0.5536410771310329,0.10573771770577878,0.011533627402968705
,Film noir,5738987,0.096,0.796,0.107,-0.2382,0.09393939393939393,0.37992424242424244,0.044754378769236304,0.5053706824934731,0.051502568375629686,0.32448925692006014,0.06966013305645902,0.004222959680191707
65000000.0,"Musical, Animation, Childhood Drama, Family Film, Children's/Family",61141,0.025,0.904,0.071,0.9535,0.1550186741363212,0.4298139768728004,0.07288530201032317,0.6437708744595415,0.0037120382843759694,0.2079193284941874,0.06711569510011223,0.004596754740065846
,"Romantic drama, Drama, Film noir",2210286,0.094,0.765,0.141,0.7906,0.09545454545454546,0.5318181818181817,0.025113472482189536,0.13040207202235857,0.007981056425099572,0.5569152099390825,0.019390756109108526,0.26019744990238297
,"Period piece, Melodrama, Drama",46757,0.023,0.912,0.064,0.5994,0.07312500000000001,0.49874999999999997,0.007620544677289824,0.5490751825273037,0.0036154820215112218,0.31745921807790484,0.11299978825991275,0.00922981186886318
,"Thriller, Crime Fiction, Drama, Crime Thriller, Romantic drama, Film noir",1668866,0.135,0.745,0.12,-0.128,0.07916666666666666,0.5666666666666667,0.03555728029459715,0.2293475973419845,0.008772823610343039,0.14206470479257405,0.5729830795899034,0.011274498887360096
,"Melodrama, Drama, Crime Drama",16225933,0.157,0.668,0.175,0.4215,0.305,0.5850000000000001,0.023125499862039253,0.014363512416214993,0.3446672075531549,0.4493527213376688,0.15777987268261817,0.010711188143533137
,"Romantic comedy, Comedy, Black-and-white",20981095,0.094,0.676,0.23,0.9473,0.10119047619047618,0.5797619047619048,0.045963434502482414,0.5055283606052399,0.00925725745037198,0.4051353186368942,0.029091172968037426,0.005024397978559136
,"Black-and-white, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",23772138,0.009,0.991,0.0,-0.128,0.0,0.0,0.019460278563201427,0.44390555284917355,0.06552370081772096,0.42229590890929103,0.04424644727259874,0.00456809377647005
,"Fantasy Comedy, Comedy, Musical comedy",9478609,0.166,0.64,0.195,0.25,0.16111111111111112,0.625,0.00031124523957259953,0.9980058073997498,0.0004055378958582878,0.0004165622522123158,0.00031621207017451525,0.000544662238098681
,"Western, Film noir",2303875,0.093,0.796,0.111,0.128,0.125,0.25,0.04240448400378227,0.02225865237414837,0.0017552057979628444,0.8372756838798523,0.09452629089355469,0.0017796374158933759
,"Romantic drama, Romance Film, Drama",13938940,0.019,0.952,0.029,0.0397,0.0619047619047619,0.38273809523809527,0.026803558226674795,0.3641931340098381,0.0042937653488479555,0.4729938246309757,0.0955700185149908,0.03614570270292461
,Drama,15826744,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,"Crime Fiction, Drama, Gangster Film",18940646,0.141,0.785,0.074,-0.88,-0.038352272727272735,0.8023674242424242,0.18059141502211182,0.00410352790398368,0.0007366118419061726,0.5888865872596701,0.2246498848447421,0.0010319903570537765
5000000.0,"Dance, Roadshow theatrical release, Musical, Drama, Romantic drama, Music, Romance Film",60169,0.016,0.809,0.175,0.9567,0.24423076923076925,0.5141025641025642,0.0374373625672888,0.5449031950556673,0.10075682576280087,0.025758667557965964,0.09414958278648555,0.19699434618814848
1280000.0,"Drama, Family Film, Comedy-drama",9252149,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,"Drama, Romance Film, Coming of age, Adventure",1964205,0.0,0.637,0.363,0.9287,0.42916666666666664,0.5416666666666667,0.0004686291213147342,0.9930832386016846,0.005078816320747137,0.0005706417141482234,0.0002708525862544775,0.0005277880700305104
,"Animal Picture, Drama, Children's/Family",14097781,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,"Drama, Black-and-white",15880250,0.0,0.981,0.019,0.4767,0.0,0.0,0.008840283223738274,0.3395259633349876,0.0017156715039163828,0.36240758653730154,0.2856864052203794,0.0018240768695250154
,Comedy,28775066,0.0,0.756,0.244,0.9001,0.25,0.3,0.04051723435986787,0.5178562253713608,0.04441515577491373,0.04857499268837273,0.33422174071893096,0.014414616161957383
,"Drama, Black-and-white",8502322,0.109,0.734,0.157,0.9678,0.19329931972789116,0.48916241496598645,0.09115115995518863,0.3032094002067906,0.009707983076462852,0.4464850601438871,0.1167869000842877,0.03265951067698873
717188.0,"Melodrama, Drama, Film noir, Crime Drama",2679044,0.225,0.671,0.104,-0.8221,0.010714285714285707,0.5142857142857143,0.1845199652016163,0.08970630436670035,0.15487726515857503,0.21929719299077988,0.34639421105384827,0.005205102846957743
3710000.0,"Romantic drama, Romance Film, Marriage Drama, Drama",14186757,0.066,0.811,0.123,0.7924,0.11515151515151516,0.5671717171717172,0.2001688484917395,0.5932578549487516,0.0033269357751123606,0.0041736331535503265,0.1870288801903371,0.012043809800525196
,"Crime Fiction, Drama, Film noir",3990322,0.051,0.856,0.093,0.5574,-0.0348015873015873,0.5927380952380952,0.0044002434782062965,0.6467575311350325,0.0014992502595608432,0.3430866578904291,0.0028853830881416798,0.0013709447618263464
3550000.0,"Action/Adventure, Western, Action",993532,0.054,0.842,0.104,0.4215,0.08533333333333333,0.4413333333333333,0.06571204522624612,0.5840489268302917,0.008586985664442182,0.20893124248832465,0.12057713810354471,0.012143655866384506
85000000.0,"Romance Film, Fantasy, Family Film, Musical, Animation",399402,0.0,0.782,0.218,0.9001,0.425,0.55,0.004051427744949858,0.950221836566925,0.004429684466837595,0.011801499431991639,0.024717488335833575,0.004778055920420836
4150000.0,"Romantic comedy, Romance Film, Family Film, Drama, Comedy",80944,0.071,0.791,0.138,0.9663,-0.01524801587301588,0.3407539682539682,0.19258824936696328,0.515703473550578,0.020308505263528787,0.24762279519927688,0.02230515736058199,0.001471808273587764
,"Action/Adventure, Swashbuckler films, Action, Adventure",22593770,0.147,0.613,0.24,0.9919,0.2788690476190476,0.4196428571428571,0.01616630720673129,0.5784285638312047,0.012139680925015868,0.29735577038214117,0.09417701506489803,0.0017326888204975562
,"Adventure, War film, Action/Adventure, Drama, Film adaptation, Romance Film, Action",68079,0.074,0.727,0.199,0.9612,0.24047237076648842,0.44124777183600705,0.17629466120464107,0.058623991130540766,0.005036524923828741,0.6922709246476492,0.06160575756803155,0.006168142116318147
,"Drama, Comedy, War film",9585054,0.056,0.905,0.04,-0.4939,-0.05535714285714286,0.3238095238095238,0.026909500127658248,0.21122575737535954,0.004938510886859149,0.2955367434769869,0.4547351710498333,0.006654341530520469
3100000.0,"Romance Film, Comedy, Domestic Comedy",3880325,0.071,0.791,0.138,0.9663,-0.01524801587301588,0.3407539682539682,0.19258824936696328,0.515703473550578,0.020308505263528787,0.24762279519927688,0.02230515736058199,0.001471808273587764
,"Adventure, Children's/Family, Animal Picture, Action/Adventure, Western, Drama, Family Film, Family-Oriented Adventure",15478024,0.077,0.867,0.055,-0.3716,-0.012727272727272726,0.5775757575757575,0.18570137846594056,0.233133211111029,0.017853636517732713,0.35385018090407055,0.20483204171371958,0.0046295407810248435
,Horror,18733228,0.0,0.951,0.049,0.2732,0.010185185185185174,0.42407407407407405,0.014945938135497272,0.4888647999614477,0.005082229268737137,0.37376804428640753,0.08723115338943899,0.03010787896346301
,"Action/Adventure, Swashbuckler films, Action, Drama, Adventure",21013036,0.147,0.613,0.24,0.9919,0.2788690476190476,0.4196428571428571,0.01616630720673129,0.5784285638312047,0.012139680925015868,0.29735577038214117,0.09417701506489803,0.0017326888204975562
